Bloque,Cable,Planta,Repeticion,Tratamiento,Medicion,AlturaPT,CircPT,Hojas,dosis,frecuencia,cobertura,DDT,crec_alt,crec_gros,clorofila
4,56,151,9,T64C,4,2.22,13.00,8,6,4,1, 76.00 ,0.82,6.70,49.4
4,56,152,8,T34C,4,2.33,14.80,6,3,4,1, 76.00 ,0.83,7.50,52.53333333
4,56,153,10,T64C,4,2.02,12.30,5,6,4,1, 76.00 ,0.62,5.70,47.86666667
4,56,154,9,T34C,4,2.07,13.50,7,3,4,1, 76.00 ,0.77,7.00,54.46666667
4,56,155,11,T04C,4,2.05,12.10,10,0,4,1, 76.00 ,0.50,3.70,55.76666667
4,56,156,11,T64C,4,2.05,12.60,10,6,4,1, 76.00 ,0.75,6.80,47.56666667
4,56,157,13,T38C,4,1.94,11.50,7,3,8,1, 76.00 ,0.59,4.50,53.56666667
4,56,158,10,T34C,4,2.09,12.60,7,3,4,1, 76.00 ,0.64,6.00,48.93333333
4,56,159,11,T68C,4,2.64,18.10,8,6,8,1, 76.00 ,0.93,8.50,54.63333333
4,56,160,12,T68C,4,2.24,14.20,7,6,8,1, 76.00 ,0.80,7.40,48.3
4,56,161,12,T64C,4,1.84,11.40,8,6,4,1, 76.00 ,0.54,5.40,47.8
4,56,162,11,T34C,4,2.03,13.80,9,3,4,1, 76.00 ,0.48,5.50,52.9
4,56,163,14,T38C,4,2.06,13.20,7,3,8,1, 76.00 ,0.47,5.60,44.93333333
4,56,164,12,T34C,4,2.05,13.00,8,3,4,1, 76.00 ,0.52,5.00,49.2
4,56,165,13,T64C,4,2.00,11.00,6,6,4,1, 76.00 ,0.75,3.30,51.23333333
4,56,166,14,T64C,4,1.75,10.00,6,6,4,1, 76.00 ,0.38,3.50,50.83333333
4,56,167,12,T04C,4,2.12,12.50,10,0,4,1, 76.00 ,0.82,6.40,54.9
4,56,168,13,T68C,4,2.35,13.60,9,6,8,1, 76.00 ,0.85,6.10,45.83333333
4,56,169,14,T08C,4,2.08,12.80,8,0,8,1, 76.00 ,0.61,6.40,48.6
4,56,170,13,T34C,4,2.27,14.80,9,3,4,1, 76.00 ,0.77,8.00,47.06666667
4,56,171,15,T08C,4,2.63,16.30,8,0,8,1, 76.00 ,0.93,8.30,52.76666667
4,56,172,15,T64C,4,2.44,15.10,6,6,4,1, 76.00 ,0.94,7.70,50.9
4,56,173,14,T68C,4,2.04,11.00,9,6,8,1, 76.00 ,0.78,4.50,47.53333333
4,56,174,14,T34C,4,1.90,11.00,8,3,4,1, 76.00 ,0.48,4.90,42.53333333
4,56,175,13,T04C,4,2.23,13.30,9,0,4,1, 76.00 ,0.83,6.80,46.46666667
4,56,176,14,T04C,4,1.86,10.40,6,0,4,1, 76.00 ,0.56,4.40,50.33333333
4,56,177,15,T04C,4,1.72,9.80,6,0,4,1, 76.00 ,0.42,4.70,59.8
4,56,178,15,T68C,4,2.18,12.80,5,6,8,1, 76.00 ,0.83,6.80,51.76666667
4,56,179,15,T34C,4,1.70,6.00,6,3,4,1, 76.00 ,0.45,0.80,36.23333333
4,56,180,15,T38C,4,2.23,13.70,6,3,8,1, 76.00 ,0.93,7.40,48.9
